,date,place,one_unit_bldgs,one_unit_units,one_unit_value,two_unit_bldgs,two_unit_units,two_unit_value,three_unit_bldgs,three_unit_units,three_unit_value,five_unit_bldgs,five_unit_units,five_unit_value,medium,large,large21,control,pop_19,treatment,period
470,2022-01-01,Cornelius,116,116,30571169,2,4,976028,1,3,347991,1,113,18750000,0,1,0,0,12225,Large,1
471,2022-01-01,Corvallis,117,117,31930676,0,0,0,0,0,0,6,110,14984216,0,1,0,0,58885,Large,1
472,2022-01-01,Cottage Grove,7,7,1430210,0,0,0,0,0,0,1,12,1659864,1,0,0,0,10140,Medium,1
473,2022-01-01,Creswell,14,14,6068295,0,0,0,0,0,0,0,0,0,0,0,0,1,5510,Control,1
474,2022-01-01,Dallas,125,125,38291307,4,8,2098195,0,0,0,0,0,0,1,0,0,0,16260,Medium,1
475,2022-01-01,Dayton,1,1,287051,0,0,0,0,0,0,0,0,0,0,0,0,1,2740,Control,1
476,2022-01-01,Depoe Bay,9,9,2480215,0,0,0,0,0,0,0,0,0,0,0,0,1,1445,Control,1
477,2022-01-01,Dundee,9,9,2573681,0,0,0,0,0,0,0,0,0,0,0,0,1,3235,Control,1
478,2022-01-01,Dunes City,8,8,3084547,0,0,0,0,0,0,0,0,0,0,0,0,1,1345,Control,1
479,2022-01-01,Durham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1885,Large,1
480,2022-01-01,Eagle Point,45,45,14765820,1,2,429206,0,0,0,0,0,0,0,0,0,1,9260,Control,1
481,2022-01-01,Estacada,75,75,22323921,0,0,0,0,0,0,0,0,0,0,0,0,1,3725,Control,1
482,2022-01-01,Florence,23,23,7786112,0,0,0,0,0,0,2,68,15793429,0,0,0,1,8850,Control,1
483,2022-01-01,Forest Grove,118,118,41148216,3,6,1442824,1,3,1041399,4,28,3528326,0,1,0,0,25180,Large,1
484,2022-01-01,Gearhart,21,21,6916692,0,0,0,0,0,0,1,6,1195566,0,0,0,1,1525,Control,1
485,2022-01-01,Happy Valley,292,292,99851368,0,0,0,0,0,0,15,542,70286226,0,1,0,0,21700,Large,1
486,2022-01-01,Harrisburg,2,2,470000,0,0,0,0,0,0,0,0,0,0,0,0,1,3680,Control,1
487,2022-01-01,Hermiston,105,105,24246204,3,6,1457826,0,0,0,4,86,9668626,1,0,0,0,18415,Medium,1
488,2022-01-01,Hood River,11,11,2236747,7,14,3567930,1,4,80000,4,26,6844101,0,0,0,1,8305,Control,1
489,2022-01-01,Independence,35,35,11584921,3,6,1321227,0,0,0,0,0,0,0,0,0,1,9530,Control,1
490,2022-01-01,Irrigon,8,8,1565872,6,12,1944420,0,0,0,0,0,0,0,0,0,1,2030,Control,1
491,2022-01-01,Jacksonville,10,10,2941493,0,0,0,0,0,0,0,0,0,0,0,0,1,3015,Control,1
492,2022-01-01,Junction City,68,68,24176293,0,0,0,0,0,0,0,0,0,0,0,0,1,6170,Control,1
493,2022-01-01,Keizer,16,16,3885610,2,4,587533,4,16,5400000,16,186,23084846,0,1,0,0,38580,Large,1
494,2022-01-01,King City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4190,Large,1
495,2022-01-01,La Grande,11,11,1871359,2,4,864335,0,0,0,0,0,0,1,0,0,0,13290,Medium,1
496,2022-01-01,Lafayette,59,59,14620487,0,0,0,0,0,0,0,0,0,0,0,0,1,4125,Control,1
497,2022-01-01,Lake Oswego,39,39,30291930,0,0,0,0,0,0,3,136,21106081,0,1,0,0,39115,Large,1
498,2022-01-01,Lakeside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1750,Control,1
499,2022-01-01,Lebanon,17,17,3654475,11,22,5004700,0,0,0,4,78,10337524,1,0,0,0,17135,Medium,1
500,2022-01-01,Lincoln City,55,55,15663930,3,6,1111787,0,0,0,3,42,4557270,0,0,0,1,8795,Control,1
501,2022-01-01,Lowell,18,18,4770683,0,0,0,0,0,0,0,0,0,0,0,0,1,1090,Control,1
502,2022-01-01,Lyons,1,1,83057,0,0,0,0,0,0,0,0,0,0,0,0,1,1200,Control,1
503,2022-01-01,McMinnville,88,88,33250084,0,0,0,0,0,0,0,0,0,0,1,0,0,33930,Large,1
504,2022-01-01,Medford,264,264,80468158,7,14,3004646,0,0,0,3,32,3090045,0,1,0,0,81465,Large,1
505,2022-01-01,Mill City,10,10,2857247,0,0,0,0,0,0,0,0,0,0,0,0,1,1880,Control,1
506,2022-01-01,Millersburg,19,19,5371154,0,0,0,0,0,0,0,0,0,0,0,0,1,2615,Control,1
507,2022-01-01,Milwaukie,15,15,4469855,0,0,0,0,0,0,3,234,55717661,0,1,0,0,20535,Large,1
508,2022-01-01,Monmouth,34,34,9184299,0,0,0,0,0,0,1,5,972222,0,0,0,1,9920,Control,1
509,2022-01-01,Newberg,129,129,28963519,3,6,1325756,1,3,293500,3,93,11117967,1,0,0,0,24045,Medium,1
510,2022-01-01,Newport,11,11,3467924,3,6,932355,0,0,0,7,84,16200000,1,0,0,0,10285,Medium,1
511,2022-01-01,North Bend,8,8,2193790,1,2,450000,0,0,0,0,0,0,0,0,0,1,9925,Control,1
512,2022-01-01,Oakridge,5,5,1309878,0,0,0,0,0,0,0,0,0,0,0,0,1,3305,Control,1
513,2022-01-01,Ontario,14,14,3898399,0,0,0,0,0,0,0,0,0,1,0,0,0,11485,Medium,1
514,2022-01-01,Oregon City,39,39,13628938,1,2,414506,1,4,1100000,7,171,20583745,0,1,0,0,35570,Large,1
515,2022-01-01,Pendleton,10,10,3078291,0,0,0,0,0,0,21,275,30750379,1,0,0,0,17020,Medium,1
516,2022-01-01,Philomath,10,10,2961463,1,2,456391,0,0,0,0,0,0,0,0,0,1,4900,Control,1
517,2022-01-01,Phoenix,63,63,9797286,0,0,0,5,20,1280000,1,55,6213618,0,0,0,1,4650,Control,1
518,2022-01-01,Redmond,207,207,52577363,6,12,2747955,4,14,2477605,15,202,31996188,0,1,0,0,30600,Large,1
519,2022-01-01,Reedsport,8,8,679180,0,0,0,0,0,0,0,0,0,0,0,0,1,4215,Control,1
520,2022-01-01,Rogue River,6,6,1606102,0,0,0,0,0,0,0,0,0,0,0,0,1,2235,Control,1
521,2022-01-01,Sandy,67,67,25087062,0,0,0,0,0,0,0,0,0,1,0,0,0,11075,Medium,1
522,2022-01-01,Scappoose,0,0,0,0,0,0,0,0,0,1,8,543262,0,0,0,1,7270,Control,1
523,2022-01-01,Seaside,26,26,8196801,0,0,0,0,0,0,0,0,0,0,0,0,1,6585,Control,1
524,2022-01-01,Sherwood,75,75,28615524,0,0,0,0,0,0,1,5,1201052,0,1,0,0,19595,Large,1
525,2022-01-01,Siletz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1235,Control,1
526,2022-01-01,Silverton,16,16,5946141,0,0,0,0,0,0,1,21,800000,1,0,0,0,10380,Medium,1
527,2022-01-01,Springfield,201,201,57520673,1,2,273060,0,0,0,0,0,0,0,1,0,0,61355,Large,1
528,2022-01-01,St. Helens,12,12,3398442,5,10,2359807,0,0,0,0,0,0,1,0,0,0,13410,Medium,1
529,2022-01-01,Stayton,1,1,298985,1,2,511575,0,0,0,7,72,9633243,0,0,0,1,7870,Control,1
530,2022-01-01,Sweet Home,33,33,8897221,2,4,890775,1,3,635532,0,0,0,0,0,0,1,9340,Control,1
531,2022-01-01,Talent,34,34,8437840,2,4,627589,1,3,737018,5,72,11478186,0,0,0,1,6465,Control,1
532,2022-01-01,Tangent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1260,Control,1
533,2022-01-01,Tigard,183,183,64458451,0,0,0,0,0,0,3,110,16009581,0,1,0,0,53450,Large,1
534,2022-01-01,Toledo,4,4,1159000,0,0,0,0,0,0,0,0,0,0,0,0,1,3490,Control,1
535,2022-01-01,Troutdale,42,42,9597730,0,0,0,1,4,753700,9,162,25388325,0,1,0,0,16185,Large,1
536,2022-01-01,Tualatin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27135,Large,1
537,2022-01-01,Umatilla,92,92,23506962,0,0,0,0,0,0,0,0,0,0,0,0,1,7470,Control,1
538,2022-01-01,Veneta,14,14,3890247,7,14,2702058,1,4,214591,0,0,0,0,0,0,1,4800,Control,1
539,2022-01-01,Vernonia,2,2,750000,0,0,0,0,0,0,0,0,0,0,0,0,1,2095,Control,1
540,2022-01-01,Waldport,7,7,2334550,0,0,0,0,0,0,0,0,0,0,0,0,1,2110,Control,1
541,2022-01-01,Warrenton,8,8,2812243,0,0,0,0,0,0,0,0,0,0,0,0,1,5320,Control,1
542,2022-01-01,West Linn,27,27,16592014,0,0,0,0,0,0,0,0,0,0,1,0,0,25905,Large,1
543,2022-01-01,Wilsonville,47,47,18307962,0,0,0,0,0,0,0,0,0,0,1,1,0,25635,Large,1
544,2022-01-01,Wood Village,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4060,Large,1
545,2022-01-01,Woodburn,162,162,49731073,0,0,0,1,4,264552,33,612,64592639,0,1,0,0,25135,Large,1
546,2023-01-01,Albany,81,81,19135722,3,6,1484189,1,4,965822,0,0,0,0,1,1,0,54120,Large,2
547,2023-01-01,Ashland,30,30,7958919,0,0,0,1,4,1500000,9,70,6291118,1,0,0,0,20960,Medium,2
548,2023-01-01,Astoria,4,4,1057355,1,2,571928,0,0,0,0,0,0,0,0,0,1,9690,Control,2
549,2023-01-01,Baker City,30,30,11215315,2,4,632659,2,8,2273528,0,0,0,0,0,0,1,9965,Control,2
550,2023-01-01,Beaverton,301,301,89131840,0,0,0,0,0,0,1,29,5145988,0,1,0,0,98255,Large,2
551,2023-01-01,Bend,619,619,226505320,46,92,20339775,3,11,2662631,22,892,138908197,0,1,1,0,91385,Large,2
552,2023-01-01,Boardman,30,30,8783220,0,0,0,4,14,3164095,0,0,0,0,0,0,1,4505,Control,2
553,2023-01-01,Brookings,10,10,5399000,1,2,470000,0,0,0,0,0,0,0,0,0,1,6645,Control,2
554,2023-01-01,Brownsville,3,3,909375,0,0,0,0,0,0,0,0,0,0,0,0,1,1720,Control,2
555,2023-01-01,Cannon Beach,7,7,2865926,0,0,0,0,0,0,0,0,0,0,0,0,1,1730,Control,2
556,2023-01-01,Central Point,12,12,3804657,0,0,0,0,0,0,3,67,12201252,1,0,0,0,18365,Medium,2
557,2023-01-01,Clatskanie,2,2,685501,0,0,0,0,0,0,0,0,0,0,0,0,1,1775,Control,2
558,2023-01-01,Coburg,19,19,6573119,0,0,0,0,0,0,0,0,0,0,0,0,1,1295,Control,2
559,2023-01-01,Columbia City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,Control,2
560,2023-01-01,Coos Bay,15,15,4622958,0,0,0,0,0,0,0,0,0,1,0,0,0,16700,Medium,2
561,2023-01-01,Cornelius,79,79,24529486,0,0,0,0,0,0,0,0,0,0,1,0,0,12225,Large,2
562,2023-01-01,Corvallis,69,69,22362306,6,12,4106051,1,4,917796,12,258,39169174,0,1,0,0,58885,Large,2
563,2023-01-01,Cottage Grove,7,7,2430681,0,0,0,0,0,0,1,12,2064958,1,0,0,0,10140,Medium,2
564,2023-01-01,Creswell,0,0,0,0,0,0,0,0,0,1,27,750000,0,0,0,1,5510,Control,2
565,2023-01-01,Dallas,117,117,33597592,0,0,0,0,0,0,2,16,2232504,1,0,0,0,16260,Medium,2
566,2023-01-01,Dayton,2,2,522960,0,0,0,0,0,0,0,0,0,0,0,0,1,2740,Control,2
567,2023-01-01,Depoe Bay,6,6,2160140,0,0,0,0,0,0,0,0,0,0,0,0,1,1445,Control,2
568,2023-01-01,Dundee,2,2,1219947,0,0,0,0,0,0,0,0,0,0,0,0,1,3235,Control,2
569,2023-01-01,Dunes City,8,8,3657484,0,0,0,0,0,0,0,0,0,0,0,0,1,1345,Control,2
570,2023-01-01,Durham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1885,Large,2
571,2023-01-01,Eagle Point,31,31,11392279,0,0,0,3,9,2679715,0,0,0,0,0,0,1,9260,Control,2
572,2023-01-01,Estacada,59,59,23589532,0,0,0,0,0,0,0,0,0,0,0,0,1,3725,Control,2
573,2023-01-01,Florence,17,17,4808904,0,0,0,0,0,0,4,24,6641037,0,0,0,1,8850,Control,2
574,2023-01-01,Forest Grove,58,58,24567223,2,4,1024534,0,0,0,0,0,0,0,1,0,0,25180,Large,2
575,2023-01-01,Gearhart,9,9,8292926,0,0,0,1,4,969718,0,0,0,0,0,0,1,1525,Control,2
576,2023-01-01,Happy Valley,206,206,81312509,0,0,0,0,0,0,0,0,0,0,1,0,0,21700,Large,2
577,2023-01-01,Harrisburg,0,0,0,0,0,0,0,0,0,1,5,725000,0,0,0,1,3680,Control,2
578,2023-01-01,Hermiston,69,69,17536677,4,8,1684689,0,0,0,0,0,0,1,0,0,0,18415,Medium,2
579,2023-01-01,Hood River,10,10,2365992,1,2,949768,0,0,0,0,0,0,0,0,0,1,8305,Control,2
580,2023-01-01,Independence,27,27,7162223,4,8,2419319,0,0,0,0,0,0,0,0,0,1,9530,Control,2
581,2023-01-01,Irrigon,9,9,1827876,3,6,972210,0,0,0,0,0,0,0,0,0,1,2030,Control,2
582,2023-01-01,Jacksonville,8,8,2462820,0,0,0,0,0,0,0,0,0,0,0,0,1,3015,Control,2
583,2023-01-01,Junction City,97,97,37448595,8,16,3151512,0,0,0,0,0,0,0,0,0,1,6170,Control,2
584,2023-01-01,Keizer,19,19,3961898,15,30,7594703,2,7,1726434,7,75,11577229,0,1,0,0,38580,Large,2
585,2023-01-01,King City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4190,Large,2
586,2023-01-01,La Grande,16,16,4142053,2,4,1033744,0,0,0,0,0,0,1,0,0,0,13290,Medium,2
587,2023-01-01,Lafayette,19,19,5866671,0,0,0,0,0,0,0,0,0,0,0,0,1,4125,Control,2
588,2023-01-01,Lake Oswego,21,21,15207971,0,0,0,3,12,2677628,0,0,0,0,1,0,0,39115,Large,2
589,2023-01-01,Lakeside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1750,Control,2
590,2023-01-01,Lebanon,35,35,9676506,17,34,8385318,1,3,276462,2,20,2508681,1,0,0,0,17135,Medium,2
591,2023-01-01,Lincoln City,51,51,18194760,2,4,773763,0,0,0,1,9,828899,0,0,0,1,8795,Control,2
592,2023-01-01,Lowell,13,13,3632367,0,0,0,0,0,0,0,0,0,0,0,0,1,1090,Control,2
593,2023-01-01,Lyons,4,4,441972,0,0,0,0,0,0,0,0,0,0,0,0,1,1200,Control,2
594,2023-01-01,McMinnville,133,133,45805554,0,0,0,0,0,0,0,0,0,0,1,0,0,33930,Large,2
595,2023-01-01,Medford,322,322,101839701,4,8,1185950,3,12,1324370,38,486,82302483,0,1,0,0,81465,Large,2
596,2023-01-01,Mill City,5,5,1428625,0,0,0,0,0,0,0,0,0,0,0,0,1,1880,Control,2
597,2023-01-01,Millersburg,35,35,10425232,0,0,0,0,0,0,0,0,0,0,0,0,1,2615,Control,2
598,2023-01-01,Milwaukie,19,19,3411966,2,4,80000,0,0,0,0,0,0,0,1,0,0,20535,Large,2
599,2023-01-01,Monmouth,32,32,8678160,1,2,500000,0,0,0,0,0,0,0,0,0,1,9920,Control,2
600,2023-01-01,Newberg,100,100,28472042,0,0,0,0,0,0,1,6,717288,1,0,0,0,24045,Medium,2
601,2023-01-01,Newport,35,35,8586173,1,2,100000,0,0,0,1,6,1100000,1,0,0,0,10285,Medium,2
602,2023-01-01,North Bend,10,10,2305768,2,4,862110,0,0,0,0,0,0,0,0,0,1,9925,Control,2
603,2023-01-01,Oakridge,11,11,2083139,0,0,0,0,0,0,0,0,0,0,0,0,1,3305,Control,2
604,2023-01-01,Ontario,11,11,3048593,0,0,0,0,0,0,0,0,0,1,0,0,0,11485,Medium,2
605,2023-01-01,Oregon City,81,81,21112529,0,0,0,1,4,522547,4,229,37869000,0,1,0,0,35570,Large,2
606,2023-01-01,Pendleton,19,19,5876520,1,2,470185,0,0,0,0,0,0,1,0,0,0,17020,Medium,2
607,2023-01-01,Philomath,23,23,7511518,1,2,396993,0,0,0,0,0,0,0,0,0,1,4900,Control,2
608,2023-01-01,Phoenix,45,45,7116750,0,0,0,4,12,768000,9,45,5083866,0,0,0,1,4650,Control,2
609,2023-01-01,Redmond,302,302,92294201,6,12,3584929,0,0,0,6,96,20757570,0,1,0,0,30600,Large,2
610,2023-01-01,Reedsport,6,6,683094,0,0,0,0,0,0,0,0,0,0,0,0,1,4215,Control,2
611,2023-01-01,Rogue River,7,7,1873788,0,0,0,0,0,0,0,0,0,0,0,0,1,2235,Control,2
612,2023-01-01,Sandy,18,18,7356956,5,10,2718452,0,0,0,0,0,0,1,0,0,0,11075,Medium,2
613,2023-01-01,Scappoose,9,9,2927245,0,0,0,0,0,0,0,0,0,0,0,0,1,7270,Control,2
614,2023-01-01,Seaside,14,14,5554468,0,0,0,0,0,0,0,0,0,0,0,0,1,6585,Control,2
615,2023-01-01,Sherwood,67,67,30746620,1,2,524374,2,8,1959613,0,0,0,0,1,0,0,19595,Large,2
616,2023-01-01,Siletz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1235,Control,2
617,2023-01-01,Silverton,11,11,3187159,2,4,1153406,0,0,0,0,0,0,1,0,0,0,10380,Medium,2
618,2023-01-01,Springfield,206,206,60148870,2,4,544626,0,0,0,0,0,0,0,1,0,0,61355,Large,2
619,2023-01-01,St. Helens,4,4,1268375,0,0,0,0,0,0,0,0,0,1,0,0,0,13410,Medium,2
620,2023-01-01,Stayton,5,5,1236503,9,18,3542219,1,4,538742,9,96,11462989,0,0,0,1,7870,Control,2
621,2023-01-01,Sweet Home,7,7,1675406,6,12,2209615,0,0,0,0,0,0,0,0,0,1,9340,Control,2
622,2023-01-01,Talent,33,33,8264786,2,4,851098,1,4,515207,0,0,0,0,0,0,1,6465,Control,2
623,2023-01-01,Tangent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1260,Control,2
624,2023-01-01,Tigard,309,309,122485741,0,0,0,0,0,0,4,272,50878093,0,1,0,0,53450,Large,2
625,2023-01-01,Toledo,5,5,1242750,0,0,0,0,0,0,0,0,0,0,0,0,1,3490,Control,2
626,2023-01-01,Troutdale,16,16,5412944,0,0,0,0,0,0,0,0,0,0,1,0,0,16185,Large,2
627,2023-01-01,Tualatin,71,71,28478388,0,0,0,0,0,0,2,116,15079905,0,1,1,0,27135,Large,2
628,2023-01-01,Umatilla,93,93,31915686,0,0,0,0,0,0,0,0,0,0,0,0,1,7470,Control,2
629,2023-01-01,Veneta,9,9,3542554,1,2,448434,0,0,0,0,0,0,0,0,0,1,4800,Control,2
630,2023-01-01,Vernonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2095,Control,2
631,2023-01-01,Waldport,5,5,1573472,0,0,0,0,0,0,0,0,0,0,0,0,1,2110,Control,2
632,2023-01-01,Warrenton,6,6,1302321,4,8,1454352,1,3,1030000,3,32,2853040,0,0,0,1,5320,Control,2
633,2023-01-01,West Linn,16,16,9443081,0,0,0,0,0,0,0,0,0,0,1,0,0,25905,Large,2
634,2023-01-01,Wilsonville,115,115,40960440,0,0,0,0,0,0,0,0,0,0,1,1,0,25635,Large,2
635,2023-01-01,Wood Village,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4060,Large,2
636,2023-01-01,Woodburn,80,80,24930924,0,0,0,0,0,0,29,381,57160703,0,1,0,0,25135,Large,2
